LAMMPS data file via write_data, version 29 Sep 2021, timestep = 24

923 atoms
1 atom types

-40 40 xlo xhi
-40 40 ylo yhi
-40 40 zlo zhi

Masses

1 196.96655 # Au

Pair Coeffs # smatb/single

1 2.88 10.35 4.178 0.21 1.818 4.07294 4.98831

Atoms # atomic

849 1 -7.255033917124925 -2.3181365440612085 -13.171578636553622 0 0 0
917 1 -1.4692669789191228 -2.362339303526251 -13.394642946447114 0 0 0
920 1 -4.4004318977716865 -2.371450845190541 -13.328587286899904 0 0 0
914 1 4.4004318977716865 -2.3714508451905405 -13.328587286899904 0 0 0
915 1 1.469266978919122 -2.3623393035262503 -13.394642946447116 0 0 0
699 1 7.2550339171249245 -2.3181365440612085 -13.171578636553622 0 0 0
569 1 -8.590422877104926 1.0770024670928129e-16 -13.899596187054469 0 0 0
799 1 -7.255033917124926 2.3181365440612085 -13.171578636553622 0 0 0
901 1 1.1845188131309614e-16 5.881398412574192e-17 -14.1274647082347 0 0 0
902 1 -2.9226137377913552 -1.833763571002503e-16 -14.107824766598277 0 0 0
903 1 -5.822346741735519 3.488342978367761e-16 -14.057028005210096 0 0 0
907 1 -1.4692669789191224 2.3623393035262508 -13.394642946447114 0 0 0
910 1 -4.400431897771686 2.371450845190541 -13.328587286899904 0 0 0
899 1 5.822346741735518 3.5641691198715664e-16 -14.057028005210096 0 0 0
900 1 2.9226137377913557 1.2830242408518275e-16 -14.107824766598275 0 0 0
904 1 4.400431897771686 2.3714508451905405 -13.328587286899904 0 0 0
905 1 1.469266978919122 2.3623393035262508 -13.394642946447116 0 0 0
568 1 8.590422877104926 -3.018061298973833e-17 -13.89959618705447 0 0 0
644 1 7.255033917124925 2.318136544061209 -13.171578636553622 0 0 0
573 1 -9.32005883273886e-16 -13.899596187054469 -8.590422877104926 0 0 0
848 1 -2.318136544061209 -13.171578636553622 -7.255033917124925 0 0 0
698 1 2.3181365440612076 -13.171578636553622 -7.255033917124925 0 0 0
858 1 -7.732738073251979 -7.732738073251978 -7.732738073251978 0 0 0
285 1 -1.4658412965960255 -7.036640253049544 -6.720663884781504 0 0 0
321 1 -8.77570460319128e-16 -11.640951738260108 -7.194503839199972 0 0 0
516 1 -2.9321098916861787 -7.091188674508899 -9.126849085955996 0 0 0
517 1 -1.4743956693684432 -9.399083586924094 -8.194575429059297 0 0 0
523 1 -3.905767246247903 -8.611030163315078 -6.813779656962106 0 0 0
561 1 -2.6572851585973022e-17 -7.119159826576434 -9.227676567394758 0 0 0
851 1 -4.365626684822969 -7.063732354649472 -11.429359039580085 0 0 0
